Date ,Time,Calispell Cr Temp C),Smalle Cr Temp C),Winchester Cr Temp (C)
10/29/11,1:26:15 PM,6.13,4.33,3.13
10/29/11,1:56:15 AM,5.66,3.23,2.66
10/29/11,1:56:15 PM,6.28,4.65,3.29
10/29/11,10:26:15 AM,5.34,3.08,2.34
10/29/11,10:26:15 PM,5.81,3.55,2.82
10/29/11,10:56:15 AM,5.34,3.23,2.5
10/29/11,10:56:15 PM,5.66,3.55,2.82
10/29/11,11:26:15 AM,5.5,3.39,2.66
10/29/11,11:26:15 PM,5.66,3.39,2.66
10/29/11,11:56:15 AM,5.66,3.55,2.82
10/29/11,11:56:15 PM,5.5,3.39,2.66
10/29/11,12:26:15 AM,5.81,3.55,2.82
10/29/11,12:26:15 PM,5.81,3.87,2.98
10/29/11,12:56:15 AM,5.81,3.39,2.66
10/29/11,12:56:15 PM,5.97,4.02,2.98
10/29/11,2:26:15 AM,5.66,3.23,2.5
10/29/11,2:26:15 PM,6.44,4.65,3.45
10/29/11,2:56:15 AM,5.66,3.08,2.5
10/29/11,2:56:15 PM,6.59,4.81,3.61
10/29/11,3:26:15 AM,5.5,3.08,2.5
10/29/11,3:26:15 PM,6.59,4.96,3.61
10/29/11,3:56:15 AM,5.5,3.08,2.5
10/29/11,3:56:15 PM,6.75,4.96,3.61
10/29/11,4:26:15 AM,5.5,2.92,2.34
10/29/11,4:26:15 PM,6.75,4.96,3.76
10/29/11,4:56:15 AM,5.5,2.92,2.34
10/29/11,4:56:15 PM,6.75,4.96,3.76
10/29/11,5:26:15 AM,5.34,2.92,2.34
10/29/11,5:26:15 PM,6.75,4.81,3.76
10/29/11,5:56:15 AM,5.34,2.76,2.34
10/29/11,5:56:15 PM,6.75,4.65,3.76
10/29/11,6:26:15 AM,5.34,2.76,2.34
10/29/11,6:26:15 PM,6.59,4.49,3.61
10/29/11,6:56:15 AM,5.34,2.76,2.34
10/29/11,6:56:15 PM,6.44,4.33,3.45
10/29/11,7:26:15 AM,5.19,2.76,2.34
10/29/11,7:26:15 PM,6.28,4.18,3.45
10/29/11,7:56:15 AM,5.19,2.76,2.18
10/29/11,7:56:15 PM,6.28,4.02,3.29
10/29/11,8:26:15 AM,5.19,2.76,2.18
10/29/11,8:26:15 PM,6.13,4.02,3.13
10/29/11,8:56:15 AM,5.19,2.76,2.18
10/29/11,8:56:15 PM,5.97,3.87,2.98
10/29/11,9:26:15 AM,5.19,2.92,2.18
10/29/11,9:26:15 PM,5.97,3.71,2.98
10/29/11,9:56:15 AM,5.19,3.08,2.34
10/29/11,9:56:15 PM,5.81,3.71,2.82
10/29/12,1:13:31 AM,6.41,5.18,5.15
10/29/12,1:13:31 PM,7.09,5.46,5.69
10/29/12,1:43:31 AM,6.38,5.15,5.15
10/29/12,1:43:31 PM,7.27,5.54,5.85
10/29/12,10:13:31 AM,6.51,5.23,5.28
10/29/12,10:13:31 PM,6.08,4.87,5.62
10/29/12,10:43:31 AM,6.51,5.28,5.31
10/29/12,10:43:31 PM,6.05,4.82,5.51
10/29/12,11:13:31 AM,6.54,5.31,5.33
10/29/12,11:13:31 PM,6.08,4.77,5.44
10/29/12,11:43:31 AM,6.59,5.33,5.39
10/29/12,11:43:31 PM,6.15,4.71,5.36
10/29/12,12:13:31 AM,6.43,5.23,5.15
10/29/12,12:13:31 PM,6.71,5.36,5.44
10/29/12,12:43:31 AM,6.41,5.21,5.15
10/29/12,12:43:31 PM,6.89,5.39,5.51
10/29/12,2:13:31 AM,6.38,5.13,5.13
10/29/12,2:13:31 PM,7.32,5.69,5.87
10/29/12,2:43:31 AM,6.41,5.13,5.13
10/29/12,2:43:31 PM,7.32,5.82,5.95
10/29/12,3:13:31 AM,6.41,5.1,5.13
10/29/12,3:13:31 PM,7.24,5.82,5.98
10/29/12,3:43:31 AM,6.41,5.1,5.13
10/29/12,3:43:31 PM,7.12,5.77,6.05
10/29/12,4:13:31 AM,6.41,5.08,5.13
10/29/12,4:13:31 PM,6.99,5.77,6.05
10/29/12,4:43:31 AM,6.41,5.08,5.13
10/29/12,4:43:31 PM,6.86,5.8,6.03
10/29/12,5:13:31 AM,6.41,5.08,5.13
10/29/12,5:13:31 PM,6.66,5.72,6
10/29/12,5:43:31 AM,6.41,5.08,5.13
10/29/12,5:43:31 PM,6.51,5.62,6
10/29/12,6:13:31 AM,6.41,5.08,5.15
10/29/12,6:13:31 PM,6.41,5.51,6
10/29/12,6:43:31 AM,6.41,5.08,5.15
10/29/12,6:43:31 PM,6.36,5.44,6
10/29/12,7:13:31 AM,6.41,5.1,5.15
10/29/12,7:13:31 PM,6.28,5.36,6
10/29/12,7:43:31 AM,6.41,5.1,5.18
10/29/12,7:43:31 PM,6.26,5.26,5.95
10/29/12,8:13:31 AM,6.41,5.1,5.18
10/29/12,8:13:31 PM,6.31,5.18,5.9
10/29/12,8:43:31 AM,6.41,5.1,5.18
10/29/12,8:43:31 PM,6.33,5.08,5.85
10/29/12,9:13:31 AM,6.43,5.13,5.21
10/29/12,9:13:31 PM,6.28,5,5.8
10/29/12,9:43:31 AM,6.46,5.18,5.23
10/29/12,9:43:31 PM,6.15,4.95,5.69
10/3/08,1:47:56 AM,10.57,9.76,9.86
10/3/08,1:47:56 PM,11.66,11.48,10.84
10/3/08,10:47:56 AM,11.04,10.2,10.06
10/3/08,10:47:56 PM,10.73,10.09,10.2
10/3/08,11:47:56 AM,11.19,10.83,10.51
10/3/08,11:47:56 PM,10.73,10.01,10.13
10/3/08,12:47:56 AM,10.73,9.94,10.02
10/3/08,12:47:56 PM,11.35,11.15,10.71
10/3/08,2:47:56 AM,10.57,9.64,9.77
10/3/08,2:47:56 PM,11.97,12.08,11.11
10/3/08,3:47:56 AM,10.57,9.56,9.74
10/3/08,3:47:56 PM,12.13,12.23,11
10/3/08,4:47:56 AM,10.57,9.51,9.71
10/3/08,4:47:56 PM,11.82,11.78,10.83
10/3/08,5:47:56 AM,10.57,9.47,9.66
10/3/08,5:47:56 PM,11.51,11.31,10.71
10/3/08,6:47:56 AM,10.57,9.47,9.63
10/3/08,6:47:56 PM,11.19,10.96,10.61
10/3/08,7:47:56 AM,10.57,9.49,9.63
10/3/08,7:47:56 PM,11.04,10.67,10.52
10/3/08,8:47:56 AM,10.57,9.59,9.66
10/3/08,8:47:56 PM,10.88,10.42,10.39
10/3/08,9:47:56 AM,10.73,9.75,9.78
10/3/08,9:47:56 PM,10.88,10.23,10.29
10/3/09,1:01:00 AM,8.55,6.54,6.2
10/3/09,1:01:00 PM,9.33,8.14,6.9
10/3/09,10:01:00 AM,8.55,6.99,6.26
10/3/09,10:01:00 PM,9.02,6.96,6.64
10/3/09,11:01:00 AM,8.86,7.2,6.41
10/3/09,11:01:00 PM,8.86,6.78,6.49
10/3/09,12:01:00 AM,8.71,6.56,6.25
10/3/09,12:01:00 PM,9.02,7.68,6.59
10/3/09,2:01:00 AM,8.55,6.51,6.19
10/3/09,2:01:00 PM,9.64,8.52,7.13
10/3/09,3:01:00 AM,8.55,6.49,6.14
10/3/09,3:01:00 PM,10.11,8.61,7.29
10/3/09,4:01:00 AM,8.55,6.48,6.11
10/3/09,4:01:00 PM,10.26,8.43,7.33
10/3/09,5:01:00 AM,8.55,6.46,6.1
10/3/09,5:01:00 PM,10.26,8.16,7.28
10/3/09,6:01:00 AM,8.55,6.34,6.02
10/3/09,6:01:00 PM,10.11,7.87,7.2
10/3/09,7:01:00 AM,8.39,6.36,5.89
10/3/09,7:01:00 PM,9.79,7.59,7.08
10/3/09,8:01:00 AM,8.39,6.62,5.96
10/3/09,8:01:00 PM,9.48,7.35,6.9
10/3/09,9:01:00 AM,8.39,6.8,6.14
10/3/09,9:01:00 PM,9.17,7.15,6.74
10/3/10,1:01:00 AM,10.79,NA,9.64
10/3/10,1:01:00 PM,11.72,NA,10.11
10/3/10,10:01:00 AM,11.11,NA,9.33
10/3/10,10:01:00 PM,11.26,NA,10.42
10/3/10,11:01:00 AM,11.26,NA,9.64
10/3/10,11:01:00 PM,11.11,NA,10.42
10/3/10,12:01:00 AM,10.79,NA,9.64
10/3/10,12:01:00 PM,11.41,NA,9.79
10/3/10,2:01:00 AM,10.64,NA,9.48
10/3/10,2:01:00 PM,11.88,NA,10.42
10/3/10,3:01:00 AM,10.64,NA,9.33
10/3/10,3:01:00 PM,11.72,NA,10.42
10/3/10,4:01:00 AM,10.64,NA,9.17
10/3/10,4:01:00 PM,11.57,NA,10.57
10/3/10,5:01:00 AM,10.64,NA,9.17
10/3/10,5:01:00 PM,11.57,NA,10.57
10/3/10,6:01:00 AM,10.64,NA,9.17
10/3/10,6:01:00 PM,11.41,NA,10.57
10/3/10,7:01:00 AM,10.79,NA,9.17
10/3/10,7:01:00 PM,11.41,NA,10.57
10/3/10,8:01:00 AM,10.79,NA,9.17
10/3/10,8:01:00 PM,11.26,NA,10.42
10/3/10,9:01:00 AM,10.95,NA,9.17
10/3/10,9:01:00 PM,11.26,NA,10.42
10/3/11,1:26:15 AM,NA,NA,NA
10/3/11,1:26:15 PM,NA,NA,NA
10/3/11,1:56:15 AM,NA,NA,NA
10/3/11,1:56:15 PM,NA,NA,NA
10/3/11,10:26:15 AM,NA,NA,NA
10/3/11,10:26:15 PM,NA,NA,NA
10/3/11,10:56:15 AM,NA,NA,NA
10/3/11,10:56:15 PM,NA,NA,NA
10/3/11,11:26:15 AM,NA,NA,NA
10/3/11,11:26:15 PM,NA,NA,NA
10/3/11,11:56:15 AM,NA,NA,NA
10/3/11,11:56:15 PM,NA,NA,NA
10/3/11,12:26:15 AM,NA,NA,NA
10/3/11,12:26:15 PM,NA,NA,NA
10/3/11,12:56:15 AM,NA,NA,NA
10/3/11,12:56:15 PM,NA,NA,NA
10/3/11,2:26:15 AM,NA,NA,NA
10/3/11,2:26:15 PM,NA,NA,NA
10/3/11,2:56:15 AM,NA,NA,NA
10/3/11,2:56:15 PM,NA,NA,NA
10/3/11,3:26:15 AM,NA,NA,NA
10/3/11,3:26:15 PM,NA,NA,NA
10/3/11,3:56:15 AM,NA,NA,NA
10/3/11,3:56:15 PM,NA,NA,NA
10/3/11,4:26:15 AM,NA,NA,NA
10/3/11,4:26:15 PM,NA,NA,NA
10/3/11,4:56:15 AM,NA,NA,NA
10/3/11,4:56:15 PM,NA,NA,NA
10/3/11,5:26:15 AM,NA,NA,NA
10/3/11,5:26:15 PM,NA,NA,NA
10/3/11,5:56:15 AM,NA,NA,NA
10/3/11,5:56:15 PM,NA,NA,NA
10/3/11,6:26:15 AM,NA,NA,NA
10/3/11,6:26:15 PM,NA,NA,NA
10/3/11,6:56:15 AM,NA,NA,NA
10/3/11,6:56:15 PM,NA,NA,NA
10/3/11,7:26:15 AM,NA,NA,NA
10/3/11,7:26:15 PM,NA,NA,NA
10/3/11,7:56:15 AM,NA,NA,NA
10/3/11,7:56:15 PM,NA,NA,NA
10/3/11,8:26:15 AM,NA,NA,NA
10/3/11,8:26:15 PM,NA,NA,NA
10/3/11,8:56:15 AM,NA,NA,NA
10/3/11,8:56:15 PM,NA,NA,NA
10/3/11,9:26:15 AM,NA,NA,NA
10/3/11,9:26:15 PM,NA,NA,NA
10/3/11,9:56:15 AM,NA,NA,NA
10/3/11,9:56:15 PM,NA,NA,NA
10/3/12,1:13:31 AM,8.02,7.34,7.57
10/3/12,1:13:31 PM,7.7,8.22,6.89
10/3/12,1:43:31 AM,7.85,7.27,7.44
10/3/12,1:43:31 PM,8.1,8.49,6.99
10/3/12,10:13:31 AM,6,6.15,5.75
10/3/12,10:13:31 PM,7.82,6.76,6.51
10/3/12,10:43:31 AM,6.18,6.46,5.9
10/3/12,10:43:31 PM,7.62,6.61,6.38
10/3/12,11:13:31 AM,6.36,6.79,6.1
10/3/12,11:13:31 PM,7.42,6.46,6.28
10/3/12,11:43:31 AM,6.59,7.17,6.38
10/3/12,11:43:31 PM,7.24,6.31,6.15
10/3/12,12:13:31 AM,8.34,7.57,7.72
10/3/12,12:13:31 PM,6.91,7.54,6.59
10/3/12,12:43:31 AM,8.2,7.47,7.67
10/3/12,12:43:31 PM,7.29,7.9,6.74
10/3/12,2:13:31 AM,7.7,7.14,7.32
10/3/12,2:13:31 PM,8.54,8.74,7.07
10/3/12,2:43:31 AM,7.54,6.99,7.17
10/3/12,2:43:31 PM,8.92,8.92,7.09
10/3/12,3:13:31 AM,7.39,6.86,7.02
10/3/12,3:13:31 PM,9.26,9.02,7.12
10/3/12,3:43:31 AM,7.22,6.71,6.89
10/3/12,3:43:31 PM,9.51,9.04,7.17
10/3/12,4:13:31 AM,7.07,6.59,6.74
10/3/12,4:13:31 PM,9.66,8.97,7.22
10/3/12,4:43:31 AM,6.91,6.46,6.54
10/3/12,4:43:31 PM,9.78,8.79,7.29
10/3/12,5:13:31 AM,6.79,6.33,6.38
10/3/12,5:13:31 PM,9.85,8.64,7.32
10/3/12,5:43:31 AM,6.66,6.2,6.23
10/3/12,5:43:31 PM,9.85,8.47,7.32
10/3/12,6:13:31 AM,6.54,6.08,6.08
10/3/12,6:13:31 PM,9.71,8.32,7.27
10/3/12,6:43:31 AM,6.41,5.95,5.95
10/3/12,6:43:31 PM,9.44,8.17,7.22
10/3/12,7:13:31 AM,6.33,5.87,5.82
10/3/12,7:13:31 PM,9.16,7.97,7.12
10/3/12,7:43:31 AM,6.23,5.77,5.72
10/3/12,7:43:31 PM,8.89,7.77,7.02
10/3/12,8:13:31 AM,6.13,5.72,5.64
10/3/12,8:13:31 PM,8.67,7.57,6.91
10/3/12,8:43:31 AM,6.05,5.75,5.59
10/3/12,8:43:31 PM,8.42,7.34,6.81
10/3/12,9:13:31 AM,6,5.82,5.57
10/3/12,9:13:31 PM,8.22,7.17,6.71
10/3/12,9:43:31 AM,5.98,5.95,5.62
10/3/12,9:43:31 PM,8.02,6.97,6.61
10/30/08,1:11:23 AM,4.65,2.94,1.79
10/30/08,1:11:23 PM,5.43,4.37,2.76
10/30/08,10:11:23 AM,4.49,2.82,1.67
10/30/08,10:11:23 PM,4.97,4.47,3.19
10/30/08,11:11:23 AM,4.81,3.26,2.02
10/30/08,11:11:23 PM,4.97,4.3,3.04
10/30/08,12:11:23 AM,4.65,3.13,1.92
10/30/08,12:11:23 PM,5.12,3.72,2.39
10/30/08,2:11:23 AM,4.65,2.8,1.73
10/30/08,2:11:23 PM,5.59,5.11,3.25
10/30/08,3:11:23 AM,4.65,2.7,1.65
10/30/08,3:11:23 PM,5.59,5.39,3.35
10/30/08,4:11:23 AM,4.49,2.62,1.62
10/30/08,4:11:23 PM,5.59,5.41,3.5
10/30/08,5:11:23 AM,4.49,2.55,1.56
10/30/08,5:11:23 PM,5.43,5.36,3.58
10/30/08,6:11:23 AM,4.49,2.5,1.53
10/30/08,6:11:23 PM,5.28,5.16,3.49
10/30/08,7:11:23 AM,4.33,2.46,1.47
10/30/08,7:11:23 PM,5.12,4.9,3.35
10/30/08,8:11:23 AM,4.33,2.44,1.44
10/30/08,8:11:23 PM,5.12,4.72,3.26
10/30/08,9:11:23 AM,4.33,2.54,1.46
10/30/08,9:11:23 PM,4.97,4.62,3.25
10/30/09,1:01:00 AM,4.97,3.66,2.84
10/30/09,1:01:00 PM,5.28,4.39,3.4
10/30/09,10:01:00 AM,5.12,4.19,3.19
10/30/09,10:01:00 PM,5.28,4.49,3.61
10/30/09,11:01:00 AM,5.28,4.29,3.29
10/30/09,11:01:00 PM,5.28,4.5,3.62
10/30/09,12:01:00 AM,4.97,3.66,2.81
10/30/09,12:01:00 PM,5.28,4.35,3.36
10/30/09,2:01:00 AM,4.97,3.67,2.86
10/30/09,2:01:00 PM,5.28,4.44,3.45
10/30/09,3:01:00 AM,4.97,3.69,2.89
10/30/09,3:01:00 PM,5.28,4.47,3.5
10/30/09,4:01:00 AM,4.97,3.7,2.91
10/30/09,4:01:00 PM,5.28,4.48,3.53
10/30/09,5:01:00 AM,5.12,3.72,2.93
10/30/09,5:01:00 PM,5.28,4.48,3.55
10/30/09,6:01:00 AM,5.12,3.74,2.94
10/30/09,6:01:00 PM,5.28,4.47,3.56
10/30/09,7:01:00 AM,5.12,3.77,2.95
10/30/09,7:01:00 PM,5.28,4.48,3.58
10/30/09,8:01:00 AM,5.12,3.85,2.98
10/30/09,8:01:00 PM,5.28,4.47,3.59
10/30/09,9:01:00 AM,5.12,4.01,3.06
10/30/09,9:01:00 PM,5.28,4.48,3.6
10/30/10,1:01:00 AM,6.46,NA,5.61
10/30/10,1:01:00 PM,6.77,NA,5.77
10/30/10,10:01:00 AM,6.3,NA,5.3
10/30/10,10:01:00 PM,6.46,NA,6.23
10/30/10,11:01:00 AM,6.46,NA,5.61
10/30/10,11:01:00 PM,6.3,NA,6.23
10/30/10,12:01:00 AM,6.46,NA,5.61
10/30/10,12:01:00 PM,6.61,NA,5.61
10/30/10,2:01:00 AM,6.46,NA,5.46
10/30/10,2:01:00 PM,6.61,NA,5.92
10/30/10,3:01:00 AM,6.46,NA,5.46
10/30/10,3:01:00 PM,6.46,NA,6.08
10/30/10,4:01:00 AM,6.46,NA,5.3
10/30/10,4:01:00 PM,6.46,NA,6.23
10/30/10,5:01:00 AM,6.46,NA,5.3
10/30/10,5:01:00 PM,6.46,NA,6.08
10/30/10,6:01:00 AM,6.3,NA,5.3
10/30/10,6:01:00 PM,6.46,NA,6.08
10/30/10,7:01:00 AM,6.3,NA,5.3
10/30/10,7:01:00 PM,6.46,NA,6.23
10/30/10,8:01:00 AM,6.3,NA,5.14
10/30/10,8:01:00 PM,6.46,NA,6.23
10/30/10,9:01:00 AM,6.3,NA,5.3
10/30/10,9:01:00 PM,6.46,NA,6.23
10/30/11,1:26:15 AM,5.34,3.08,2.5
10/30/11,1:26:15 PM,5.66,3.71,2.82
10/30/11,1:56:15 AM,5.34,3.08,2.5
10/30/11,1:56:15 PM,5.81,3.71,2.98
10/30/11,10:26:15 AM,5.03,3.08,2.34
10/30/11,10:26:15 PM,5.97,4.02,3.29
10/30/11,10:56:15 AM,5.19,3.23,2.34
10/30/11,10:56:15 PM,5.97,4.02,3.29
10/30/11,11:26:15 AM,5.19,3.39,2.5
10/30/11,11:26:15 PM,5.97,4.02,3.29
10/30/11,11:56:15 AM,5.34,3.39,2.66
10/30/11,11:56:15 PM,5.97,4.02,3.29
10/30/11,12:26:15 AM,5.5,3.23,2.66
10/30/11,12:26:15 PM,5.5,3.55,2.66
10/30/11,12:56:15 AM,5.5,3.23,2.5
10/30/11,12:56:15 PM,5.66,3.55,2.82
10/30/11,2:26:15 AM,5.19,2.92,2.34
10/30/11,2:26:15 PM,5.81,3.87,2.98
10/30/11,2:56:15 AM,5.19,2.92,2.34
10/30/11,2:56:15 PM,5.81,3.87,2.98
10/30/11,3:26:15 AM,5.19,2.92,2.34
10/30/11,3:26:15 PM,5.97,3.87,3.13
10/30/11,3:56:15 AM,5.19,2.92,2.34
10/30/11,3:56:15 PM,5.97,4.02,3.13
10/30/11,4:26:15 AM,5.19,2.76,2.34
10/30/11,4:26:15 PM,5.97,4.02,3.13
10/30/11,4:56:15 AM,5.03,2.76,2.34
10/30/11,4:56:15 PM,5.97,4.02,3.13
10/30/11,5:26:15 AM,5.03,2.76,2.34
10/30/11,5:26:15 PM,5.97,4.02,3.13
10/30/11,5:56:15 AM,5.03,2.76,2.34
10/30/11,5:56:15 PM,5.97,4.02,3.13
10/30/11,6:26:15 AM,5.03,2.92,2.34
10/30/11,6:26:15 PM,5.97,4.02,3.13
10/30/11,6:56:15 AM,5.03,2.76,2.18
10/30/11,6:56:15 PM,5.97,4.02,3.13
10/30/11,7:26:15 AM,5.03,2.76,2.18
10/30/11,7:26:15 PM,5.97,4.02,3.13
10/30/11,7:56:15 AM,5.03,2.76,2.18
10/30/11,7:56:15 PM,5.97,4.02,3.13
10/30/11,8:26:15 AM,5.03,2.76,2.18
10/30/11,8:26:15 PM,5.97,4.02,3.13
10/30/11,8:56:15 AM,5.03,2.92,2.18
10/30/11,8:56:15 PM,5.97,4.02,3.29
10/30/11,9:26:15 AM,5.03,2.92,2.18
10/30/11,9:26:15 PM,5.97,4.02,3.29
10/30/11,9:56:15 AM,5.03,3.08,2.34
10/30/11,9:56:15 PM,5.97,4.02,3.29
10/30/12,1:13:31 AM,6.26,4.66,5.13
10/30/12,1:13:31 PM,6.66,5.59,5.41
10/30/12,1:43:31 AM,6.2,4.64,5.08
10/30/12,1:43:31 PM,6.64,5.64,5.46
10/30/12,10:13:31 AM,6.31,5.1,5
10/30/12,10:13:31 PM,6.71,5.87,6.03
10/30/12,10:43:31 AM,6.41,5.15,5.05
10/30/12,10:43:31 PM,6.71,5.87,6.03
10/30/12,11:13:31 AM,6.51,5.23,5.1
10/30/12,11:13:31 PM,6.71,5.85,6
10/30/12,11:43:31 AM,6.59,5.33,5.18
10/30/12,11:43:31 PM,6.69,5.85,6
10/30/12,12:13:31 AM,6.23,4.69,5.28
10/30/12,12:13:31 PM,6.66,5.39,5.26
10/30/12,12:43:31 AM,6.26,4.66,5.21
10/30/12,12:43:31 PM,6.69,5.49,5.33
10/30/12,2:13:31 AM,6.1,4.64,5.02
10/30/12,2:13:31 PM,6.64,5.72,5.51
10/30/12,2:43:31 AM,6.05,4.61,4.97
10/30/12,2:43:31 PM,6.61,5.75,5.57
10/30/12,3:13:31 AM,6.03,4.61,4.92
10/30/12,3:13:31 PM,6.61,5.8,5.64
10/30/12,3:43:31 AM,6.03,4.61,4.87
10/30/12,3:43:31 PM,6.64,5.85,5.69
10/30/12,4:13:31 AM,6.08,4.61,4.84
10/30/12,4:13:31 PM,6.64,5.87,5.72
10/30/12,4:43:31 AM,6.08,4.64,4.82
10/30/12,4:43:31 PM,6.66,5.9,5.77
10/30/12,5:13:31 AM,6.05,4.66,4.79
10/30/12,5:13:31 PM,6.66,5.9,5.82
10/30/12,5:43:31 AM,6.05,4.69,4.79
10/30/12,5:43:31 PM,6.69,5.92,5.87
10/30/12,6:13:31 AM,6.08,4.71,4.79
10/30/12,6:13:31 PM,6.69,5.9,5.9
10/30/12,6:43:31 AM,6.13,4.74,4.79
10/30/12,6:43:31 PM,6.69,5.9,5.95
10/30/12,7:13:31 AM,6.2,4.79,4.79
10/30/12,7:13:31 PM,6.66,5.9,5.98
10/30/12,7:43:31 AM,6.28,4.82,4.82
10/30/12,7:43:31 PM,6.66,5.9,6
10/30/12,8:13:31 AM,6.28,4.87,4.84
10/30/12,8:13:31 PM,6.66,5.9,6.03
10/30/12,8:43:31 AM,6.26,4.92,4.87
10/30/12,8:43:31 PM,6.69,5.9,6.05
10/30/12,9:13:31 AM,6.23,4.97,4.92
10/30/12,9:13:31 PM,6.69,5.9,6.05
10/30/12,9:43:31 AM,6.26,5.02,4.95
10/30/12,9:43:31 PM,6.69,5.87,6.05
10/31/08,1:11:23 AM,4.97,4.15,3.01
10/31/08,1:11:23 PM,5.43,5.26,3.97
10/31/08,10:11:23 AM,5.12,4.4,3.28
10/31/08,10:11:23 PM,4.97,4.8,3.9
10/31/08,11:11:23 AM,5.28,4.68,3.5
10/31/08,11:11:23 PM,4.81,4.67,3.71
10/31/08,12:11:23 AM,4.97,4.24,2.99
10/31/08,12:11:23 PM,5.43,4.97,3.72
10/31/08,2:11:23 AM,4.81,3.98,2.87
10/31/08,2:11:23 PM,5.43,5.47,4.14
10/31/08,3:11:23 AM,4.81,3.91,2.78
10/31/08,3:11:23 PM,5.43,5.57,4.29
10/31/08,4:11:23 AM,4.81,3.87,2.8
10/31/08,4:11:23 PM,5.43,5.68,4.35
10/31/08,5:11:23 AM,4.81,3.89,2.82
10/31/08,5:11:23 PM,5.43,5.73,4.47
10/31/08,6:11:23 AM,4.81,3.94,2.87
10/31/08,6:11:23 PM,5.43,5.66,4.49
10/31/08,7:11:23 AM,4.81,4,2.94
10/31/08,7:11:23 PM,5.28,5.48,4.38
10/31/08,8:11:23 AM,4.97,4.08,3.02
10/31/08,8:11:23 PM,5.12,5.23,4.23
10/31/08,9:11:23 AM,4.97,4.19,3.12
10/31/08,9:11:23 PM,4.97,5,4.05
10/31/09,1:01:00 AM,5.28,4.51,3.7
10/31/09,1:01:00 PM,5.74,7.18,5.42
10/31/09,10:01:00 AM,5.28,6.01,4.74
10/31/09,10:01:00 PM,5.12,4.61,4.5
10/31/09,11:01:00 AM,5.43,6.49,5.04
10/31/09,11:01:00 PM,5.12,4.38,4.39
10/31/09,12:01:00 AM,5.28,4.5,3.65
10/31/09,12:01:00 PM,5.59,6.92,5.24
10/31/09,2:01:00 AM,5.28,4.55,3.76
10/31/09,2:01:00 PM,5.74,7.13,5.42
10/31/09,3:01:00 AM,5.28,4.63,3.89
10/31/09,3:01:00 PM,5.74,6.77,5.43
10/31/09,4:01:00 AM,5.43,4.77,3.95
10/31/09,4:01:00 PM,5.43,6.3,5.41
10/31/09,5:01:00 AM,5.43,4.91,4.03
10/31/09,5:01:00 PM,5.28,5.85,5.25
10/31/09,6:01:00 AM,5.43,5.01,4.13
10/31/09,6:01:00 PM,5.12,5.47,5.08
10/31/09,7:01:00 AM,5.43,5.08,4.27
10/31/09,7:01:00 PM,5.28,5.23,4.91
10/31/09,8:01:00 AM,5.43,5.17,4.41
10/31/09,8:01:00 PM,5.12,5.04,4.79
10/31/09,9:01:00 AM,5.43,5.47,4.63
10/31/09,9:01:00 PM,5.12,4.81,4.65
10/31/10,1:01:00 AM,6.3,NA,6.08
10/31/10,1:01:00 PM,6.61,NA,6.39
10/31/10,10:01:00 AM,6.46,NA,5.92
10/31/10,10:01:00 PM,6.14,NA,5.92
10/31/10,11:01:00 AM,6.46,NA,6.08
10/31/10,11:01:00 PM,6.14,NA,5.61
10/31/10,12:01:00 AM,6.3,NA,6.08
10/31/10,12:01:00 PM,6.61,NA,6.23
10/31/10,2:01:00 AM,6.3,NA,6.08
10/31/10,2:01:00 PM,6.61,NA,6.54
10/31/10,3:01:00 AM,6.3,NA,6.08
10/31/10,3:01:00 PM,6.61,NA,6.7
10/31/10,4:01:00 AM,6.3,NA,5.92
10/31/10,4:01:00 PM,6.46,NA,6.54
10/31/10,5:01:00 AM,6.3,NA,5.92
10/31/10,5:01:00 PM,6.3,NA,6.54
10/31/10,6:01:00 AM,6.3,NA,5.92
10/31/10,6:01:00 PM,6.3,NA,6.39
10/31/10,7:01:00 AM,6.3,NA,5.77
10/31/10,7:01:00 PM,6.46,NA,6.39
10/31/10,8:01:00 AM,6.3,NA,5.77
10/31/10,8:01:00 PM,6.3,NA,6.23
10/31/10,9:01:00 AM,6.3,NA,5.92
10/31/10,9:01:00 PM,6.14,NA,6.08
10/31/11,1:26:15 AM,5.81,4.18,3.29
10/31/11,1:26:15 PM,6.13,4.96,3.61
10/31/11,1:56:15 AM,5.81,4.18,3.29
10/31/11,1:56:15 PM,6.28,4.81,3.76
10/31/11,10:26:15 AM,5.34,4.02,2.98
10/31/11,10:26:15 PM,5.81,3.71,3.29
10/31/11,10:56:15 AM,5.34,4.18,3.13
10/31/11,10:56:15 PM,5.81,3.71,3.29
10/31/11,11:26:15 AM,5.34,4.33,3.29
10/31/11,11:26:15 PM,5.66,3.55,3.13
10/31/11,11:56:15 AM,5.5,4.65,3.45
10/31/11,11:56:15 PM,5.5,3.39,2.98
10/31/11,12:26:15 AM,5.97,4.02,3.29
10/31/11,12:26:15 PM,5.66,4.65,3.45
10/31/11,12:56:15 AM,5.81,4.02,3.29
10/31/11,12:56:15 PM,5.97,4.81,3.61
10/31/11,2:26:15 AM,5.66,4.18,3.29
10/31/11,2:26:15 PM,6.75,4.81,3.92
10/31/11,2:56:15 AM,5.66,4.18,3.29
10/31/11,2:56:15 PM,6.91,4.81,3.92
10/31/11,3:26:15 AM,5.66,4.18,3.29
10/31/11,3:26:15 PM,7.06,4.81,4.07
